feature_id,feature_area,feature_type,cli_surface,user_story,expected_behavior,implementation_status,story_status,test_status,last_tested_at,test_command,test_result,error_notes,existing_evidence,manual_test_data_needed,source_refs
CMD-222,Release Note,CLI command,linctl release-note get,"As a Linear operator using linctl, I want to get one release note by id so I can work from the agent-safe CLI surface.",Get one release note by id. Usage: linctl release-note get RELEASE_NOTE_ID.,Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,Referenced in docs/test-scenarios.md; verify in current loop before marking passed,Requires live Linear fixture or local argument value,skills/linctl/references/commands.md; internal/cli/root.go
CMD-223,Release Note,CLI command,linctl release-note list,"As a Linear operator using linctl, I want to list visible Linear release notes so I can work from the agent-safe CLI surface.",List visible Linear release notes. Usage: linctl release-note list [flags]. Supported flags: --limit int maximum release notes to return (default 50),Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,Referenced in docs/test-scenarios.md; verify in current loop before marking passed,,skills/linctl/references/commands.md; internal/cli/root.go
CMD-224,Release Pipeline,CLI command,linctl release-pipeline get,"As a Linear operator using linctl, I want to get one release pipeline by id so I can work from the agent-safe CLI surface.",Get one release pipeline by id. Usage: linctl release-pipeline get RELEASE_PIPELINE_ID.,Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,Referenced in docs/test-scenarios.md; verify in current loop before marking passed,Requires live Linear fixture or local argument value,skills/linctl/references/commands.md; internal/cli/release_pipeline.go
CMD-225,Release Pipeline,CLI command,linctl release-pipeline list,"As a Linear operator using linctl, I want to list visible Linear release pipelines so I can work from the agent-safe CLI surface.",List visible Linear release pipelines. Usage: linctl release-pipeline list [flags]. Supported flags: --limit int maximum release pipelines to return (default 50),Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,Referenced in docs/test-scenarios.md; verify in current loop before marking passed,,skills/linctl/references/commands.md; internal/cli/release_pipeline.go
CMD-226,Release Pipeline,CLI command,linctl release-pipeline releases,"As a Linear operator using linctl, I want to list releases associated with one Linear release pipeline so I can work from the agent-safe CLI surface.",List releases associated with one Linear release pipeline. Usage: linctl release-pipeline releases RELEASE_PIPELINE_ID [flags]. Supported flags: --limit int maximum releases to return (default 50),Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,Referenced in docs/test-scenarios.md; verify in current loop before marking passed,Requires live Linear fixture or local argument value,skills/linctl/references/commands.md; internal/cli/release_pipeline.go
CMD-227,Release Pipeline,CLI command,linctl release-pipeline stages,"As a Linear operator using linctl, I want to list stages associated with one Linear release pipeline so I can work from the agent-safe CLI surface.",List stages associated with one Linear release pipeline. Usage: linctl release-pipeline stages RELEASE_PIPELINE_ID [flags]. Supported flags: --limit int maximum release stages to return (default 50),Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,Referenced in docs/test-scenarios.md; verify in current loop before marking passed,Requires live Linear fixture or local argument value,skills/linctl/references/commands.md; internal/cli/release_pipeline.go
CMD-228,Release Pipeline,CLI command,linctl release-pipeline teams,"As a Linear operator using linctl, I want to list teams associated with one Linear release pipeline so I can work from the agent-safe CLI surface.",List teams associated with one Linear release pipeline. Usage: linctl release-pipeline teams RELEASE_PIPELINE_ID [flags]. Supported flags: --limit int maximum teams to return (default 50),Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,Referenced in docs/test-scenarios.md; verify in current loop before marking passed | docs/test-scenarios.md scenario 196 release child reads,Requires live Linear fixture or local argument value,skills/linctl/references/commands.md; internal/cli/release_pipeline.go
CMD-229,Release Stage,CLI command,linctl release-stage get,"As a Linear operator using linctl, I want to get one release stage by id so I can work from the agent-safe CLI surface.",Get one release stage by id. Usage: linctl release-stage get RELEASE_STAGE_ID.,Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,Referenced in docs/test-scenarios.md; verify in current loop before marking passed,Requires live Linear fixture or local argument value,skills/linctl/references/commands.md; internal/cli/root.go
CMD-230,Release Stage,CLI command,linctl release-stage list,"As a Linear operator using linctl, I want to list visible Linear release stages so I can work from the agent-safe CLI surface.",List visible Linear release stages. Usage: linctl release-stage list [flags]. Supported flags: --limit int maximum release stages to return (default 50),Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,Referenced in docs/test-scenarios.md; verify in current loop before marking passed,,skills/linctl/references/commands.md; internal/cli/root.go
CMD-231,Release Stage,CLI command,linctl release-stage releases,"As a Linear operator using linctl, I want to list releases associated with one Linear release stage so I can work from the agent-safe CLI surface.",List releases associated with one Linear release stage. Usage: linctl release-stage releases RELEASE_STAGE_ID [flags]. Supported flags: --limit int maximum releases to return (default 50),Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,Referenced in docs/test-scenarios.md; verify in current loop before marking passed,Requires live Linear fixture or local argument value,skills/linctl/references/commands.md; internal/cli/root.go
CMD-232,Roadmap,CLI command,linctl roadmap get,"As a Linear operator using linctl, I want to get one legacy roadmap by id so I can work from the agent-safe CLI surface.",Get one legacy roadmap by id. Usage: linctl roadmap get ROADMAP_ID.,Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,Referenced in docs/test-scenarios.md; verify in current loop before marking passed,Requires live Linear fixture or local argument value,skills/linctl/references/commands.md; internal/cli/roadmap.go
CMD-233,Roadmap,CLI command,linctl roadmap list,"As a Linear operator using linctl, I want to list visible legacy Linear roadmaps so I can work from the agent-safe CLI surface.",List visible legacy Linear roadmaps. Usage: linctl roadmap list [flags]. Supported flags: --limit int maximum legacy roadmaps to return (default 50),Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,Referenced in docs/test-scenarios.md; verify in current loop before marking passed,,skills/linctl/references/commands.md; internal/cli/roadmap.go
CMD-234,Roadmap,CLI command,linctl roadmap projects,"As a Linear operator using linctl, I want to list projects associated with one legacy roadmap so I can work from the agent-safe CLI surface.",List projects associated with one legacy roadmap. Usage: linctl roadmap projects ROADMAP_ID [flags]. Supported flags: --limit int maximum projects to return (default 50),Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,Referenced in docs/test-scenarios.md; verify in current loop before marking passed,Requires live Linear fixture or local argument value,skills/linctl/references/commands.md; internal/cli/roadmap.go
CMD-235,Roadmap To Project,CLI command,linctl roadmap-to-project get,"As a Linear operator using linctl, I want to get one legacy Roadmap-to-Project association by id so I can work from the agent-safe CLI surface.",Get one legacy Roadmap-to-Project association by id. Usage: linctl roadmap-to-project get ROADMAP_TO_PROJECT_ID.,Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,Referenced in docs/test-scenarios.md; verify in current loop before marking passed,Requires live Linear fixture or local argument value,skills/linctl/references/commands.md; internal/cli/roadmap_to_project.go
CMD-236,Roadmap To Project,CLI command,linctl roadmap-to-project list,"As a Linear operator using linctl, I want to list visible legacy Roadmap-to-Project associations so I can work from the agent-safe CLI surface.",List visible legacy Roadmap-to-Project associations. Usage: linctl roadmap-to-project list [flags]. Supported flags: --limit int maximum legacy Roadmap-to-Project associations to return (default 50),Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,Referenced in docs/test-scenarios.md; verify in current loop before marking passed,,skills/linctl/references/commands.md; internal/cli/roadmap_to_project.go
CMD-237,Search,CLI command,linctl search documents,"As a Linear operator using linctl, I want to search Linear documents by text so I can work from the agent-safe CLI surface.",Search Linear documents by text. Usage: linctl search documents QUERY [flags]. Supported flags: --limit int maximum document search results to return (default 20),Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,docs/test-scenarios.md scenario 153 typed search,Requires live Linear fixture or local argument value,skills/linctl/references/commands.md; internal/cli/search.go
CMD-238,Search,CLI command,linctl search issues,"As a Linear operator using linctl, I want to search Linear issues by text so I can work from the agent-safe CLI surface.",Search Linear issues by text. Usage: linctl search issues QUERY [flags]. Supported flags: --limit int maximum issue search results to return (default 20),Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,docs/test-scenarios.md scenario 153 typed search,Requires live Linear fixture or local argument value,skills/linctl/references/commands.md; internal/cli/search.go
CMD-239,Search,CLI command,linctl search projects,"As a Linear operator using linctl, I want to search Linear projects by text so I can work from the agent-safe CLI surface.",Search Linear projects by text. Usage: linctl search projects QUERY [flags]. Supported flags: --limit int maximum project search results to return (default 20),Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,docs/test-scenarios.md scenario 153 typed search,Requires live Linear fixture or local argument value,skills/linctl/references/commands.md; internal/cli/search.go
CMD-240,Semantic Search,CLI command,linctl semantic-search,"As a Linear operator using linctl, I want to search Linear issues, projects, initiatives, and documents semantically so I can work from the agent-safe CLI surface.","Search Linear issues, projects, initiatives, and documents semantically. Usage: linctl semantic-search QUERY [flags]. Supported flags: --limit int maximum semantic search results to return (default 20)",Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,Referenced in docs/test-scenarios.md; verify in current loop before marking passed,Requires live Linear fixture or local argument value,skills/linctl/references/commands.md; internal/cli/semantic_search.go
CMD-241,Sla Configuration,CLI command,linctl sla-configuration list,"As a Linear operator using linctl, I want to list active SLA configurations for a team so I can work from the agent-safe CLI surface.",List active SLA configurations for a team. Usage: linctl sla-configuration list TEAM_ID_OR_KEY.,Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,Referenced in docs/test-scenarios.md; verify in current loop before marking passed,Requires live Linear fixture or local argument value,skills/linctl/references/commands.md; internal/cli/sla_configuration.go
CMD-242,Sprint,CLI command,linctl sprint current,"As a Linear operator using linctl, I want to show the active Cycle for the resolved team so I can work from the agent-safe CLI surface.",Show the active Cycle for the resolved team. Usage: linctl sprint current. Local-only behavior must not perform unintended remote mutations.,Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,Referenced in docs/test-scenarios.md; verify in current loop before marking passed,,skills/linctl/references/commands.md; internal/cli/sprint.go
CMD-243,Sprint,CLI command,linctl sprint report,"As a Linear operator using linctl, I want to show one Cycle with assigned issues so I can work from the agent-safe CLI surface.",Show one Cycle with assigned issues. Usage: linctl sprint report CYCLE_ID [flags]. Supported flags: --limit int maximum issues to include (default 50),Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,Referenced in docs/test-scenarios.md; verify in current loop before marking passed,Requires live Linear fixture or local argument value,skills/linctl/references/commands.md; internal/cli/sprint.go
CMD-244,Core,CLI command,linctl target,"As a Linear operator using linctl, I want to print the resolved Linear target so I can work from the agent-safe CLI surface.",Print the resolved Linear target. Usage: linctl target.,Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23,go test -count=1 ./internal/cli,package passed; command args appear in internal/cli/command_flow_test.go,,Behavior evidence from existing package tests; verify exact scenario before live release sign-off,,skills/linctl/references/commands.md; internal/cli/target.go
CMD-245,Team,CLI command,linctl team cycles,"As a Linear operator using linctl, I want to list team Cycles so I can work from the agent-safe CLI surface.",List team Cycles. Usage: linctl team cycles TEAM_ID [flags]. Supported flags: --limit int maximum Cycles to return (default 50),Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,Referenced in docs/test-scenarios.md; verify in current loop before marking passed,Requires live Linear fixture or local argument value,skills/linctl/references/commands.md; internal/cli/team.go
CMD-246,Team,CLI command,linctl team get,"As a Linear operator using linctl, I want to get one Team by id so I can work from the agent-safe CLI surface.",Get one Team by id. Usage: linctl team get TEAM_ID.,Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,Referenced in docs/test-scenarios.md; verify in current loop before marking passed,Requires live Linear fixture or local argument value,skills/linctl/references/commands.md; internal/cli/team.go
CMD-247,Team,CLI command,linctl team git-automation-states,"As a Linear operator using linctl, I want to list team Git automation states so I can work from the agent-safe CLI surface.",List team Git automation states. Usage: linctl team git-automation-states TEAM_ID [flags]. Supported flags: --limit int maximum Git automation states to return (default 50),Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,Referenced in docs/test-scenarios.md; verify in current loop before marking passed,Requires live Linear fixture or local argument value,skills/linctl/references/commands.md; internal/cli/team.go
CMD-248,Team,CLI command,linctl team issues,"As a Linear operator using linctl, I want to list team issues so I can work from the agent-safe CLI surface.",List team issues. Usage: linctl team issues TEAM_ID [flags]. Supported flags: --limit int maximum issues to return (default 50),Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,Referenced in docs/test-scenarios.md; verify in current loop before marking passed,Requires live Linear fixture or local argument value,skills/linctl/references/commands.md; internal/cli/team.go
CMD-249,Team,CLI command,linctl team labels,"As a Linear operator using linctl, I want to list team labels so I can work from the agent-safe CLI surface.",List team labels. Usage: linctl team labels TEAM_ID [flags]. Supported flags: --limit int maximum labels to return (default 50),Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,Referenced in docs/test-scenarios.md; verify in current loop before marking passed,Requires live Linear fixture or local argument value,skills/linctl/references/commands.md; internal/cli/team.go
CMD-250,Team,CLI command,linctl team list,"As a Linear operator using linctl, I want to list visible teams so I can work from the agent-safe CLI surface.",List visible teams. Usage: linctl team list [flags]. Supported flags: --limit int maximum teams to return (default 50),Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,Referenced in docs/test-scenarios.md; verify in current loop before marking passed,,skills/linctl/references/commands.md; internal/cli/team.go
CMD-251,Team,CLI command,linctl team members,"As a Linear operator using linctl, I want to list team members so I can work from the agent-safe CLI surface.",List team members. Usage: linctl team members TEAM_ID [flags]. Supported flags: --limit int maximum members to return (default 50),Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,Referenced in docs/test-scenarios.md; verify in current loop before marking passed,Requires live Linear fixture or local argument value,skills/linctl/references/commands.md; internal/cli/team.go
CMD-252,Team,CLI command,linctl team memberships,"As a Linear operator using linctl, I want to list team memberships so I can work from the agent-safe CLI surface.",List team memberships. Usage: linctl team memberships TEAM_ID [flags]. Supported flags: --limit int maximum memberships to return (default 50),Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,Referenced in docs/test-scenarios.md; verify in current loop before marking passed,Requires live Linear fixture or local argument value,skills/linctl/references/commands.md; internal/cli/team.go
CMD-253,Team,CLI command,linctl team projects,"As a Linear operator using linctl, I want to list team projects so I can work from the agent-safe CLI surface.",List team projects. Usage: linctl team projects TEAM_ID [flags]. Supported flags: --limit int maximum projects to return (default 50),Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,Referenced in docs/test-scenarios.md; verify in current loop before marking passed,Requires live Linear fixture or local argument value,skills/linctl/references/commands.md; internal/cli/team.go
CMD-254,Team,CLI command,linctl team release-pipelines,"As a Linear operator using linctl, I want to list team release pipelines so I can work from the agent-safe CLI surface.",List team release pipelines. Usage: linctl team release-pipelines TEAM_ID [flags]. Supported flags: --limit int maximum release pipelines to return (default 50),Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,Referenced in docs/test-scenarios.md; verify in current loop before marking passed,Requires live Linear fixture or local argument value,skills/linctl/references/commands.md; internal/cli/team.go
CMD-255,Team,CLI command,linctl team states,"As a Linear operator using linctl, I want to list team workflow states so I can work from the agent-safe CLI surface.",List team workflow states. Usage: linctl team states TEAM_ID [flags]. Supported flags: --limit int maximum workflow states to return (default 50),Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,Referenced in docs/test-scenarios.md; verify in current loop before marking passed,Requires live Linear fixture or local argument value,skills/linctl/references/commands.md; internal/cli/team.go
CMD-256,Team,CLI command,linctl team templates,"As a Linear operator using linctl, I want to list team templates so I can work from the agent-safe CLI surface.",List team templates. Usage: linctl team templates TEAM_ID [flags]. Supported flags: --limit int maximum templates to return (default 50),Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,Referenced in docs/test-scenarios.md; verify in current loop before marking passed,Requires live Linear fixture or local argument value,skills/linctl/references/commands.md; internal/cli/team.go
CMD-257,Team Membership,CLI command,linctl team-membership get,"As a Linear operator using linctl, I want to get one team membership by id so I can work from the agent-safe CLI surface.",Get one team membership by id. Usage: linctl team-membership get TEAM_MEMBERSHIP_ID.,Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,Referenced in docs/test-scenarios.md; verify in current loop before marking passed,Requires live Linear fixture or local argument value,skills/linctl/references/commands.md; internal/cli/team_membership.go
CMD-258,Team Membership,CLI command,linctl team-membership list,"As a Linear operator using linctl, I want to list visible team memberships so I can work from the agent-safe CLI surface.",List visible team memberships. Usage: linctl team-membership list [flags]. Supported flags: --limit int maximum team memberships to return (default 50),Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,Referenced in docs/test-scenarios.md; verify in current loop before marking passed,,skills/linctl/references/commands.md; internal/cli/team_membership.go
CMD-259,Template,CLI command,linctl template get,"As a Linear operator using linctl, I want to get one template by id so I can work from the agent-safe CLI surface.",Get one template by id. Usage: linctl template get TEMPLATE_ID.,Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,Referenced in docs/test-scenarios.md; verify in current loop before marking passed,Requires live Linear fixture or local argument value,skills/linctl/references/commands.md; internal/cli/template.go
CMD-260,Template,CLI command,linctl template list,"As a Linear operator using linctl, I want to list visible Linear templates so I can work from the agent-safe CLI surface.",List visible Linear templates. Usage: linctl template list [flags]. Supported flags: --limit int maximum templates to print (default 50),Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,Referenced in docs/test-scenarios.md; verify in current loop before marking passed,,skills/linctl/references/commands.md; internal/cli/template.go
CMD-261,Time Schedule,CLI command,linctl time-schedule get,"As a Linear operator using linctl, I want to get one time schedule by id so I can work from the agent-safe CLI surface.",Get one time schedule by id. Usage: linctl time-schedule get TIME_SCHEDULE_ID.,Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,Referenced in docs/test-scenarios.md; verify in current loop before marking passed,Requires live Linear fixture or local argument value,skills/linctl/references/commands.md; internal/cli/time_schedule.go
CMD-262,Time Schedule,CLI command,linctl time-schedule list,"As a Linear operator using linctl, I want to list visible Linear time schedules so I can work from the agent-safe CLI surface.",List visible Linear time schedules. Usage: linctl time-schedule list [flags]. Supported flags: --limit int maximum time schedules to return (default 50),Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,Referenced in docs/test-scenarios.md; verify in current loop before marking passed,,skills/linctl/references/commands.md; internal/cli/time_schedule.go
CMD-263,Triage Responsibility,CLI command,linctl triage-responsibility get,"As a Linear operator using linctl, I want to get one triage responsibility by id so I can work from the agent-safe CLI surface.",Get one triage responsibility by id. Usage: linctl triage-responsibility get TRIAGE_RESPONSIBILITY_ID.,Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,Referenced in docs/test-scenarios.md; verify in current loop before marking passed,Requires live Linear fixture or local argument value,skills/linctl/references/commands.md; internal/cli/triage_responsibility.go
CMD-264,Triage Responsibility,CLI command,linctl triage-responsibility list,"As a Linear operator using linctl, I want to list Linear triage responsibilities so I can work from the agent-safe CLI surface.",List Linear triage responsibilities. Usage: linctl triage-responsibility list [flags]. Supported flags: --limit int maximum triage responsibilities to return (default 50),Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,Referenced in docs/test-scenarios.md; verify in current loop before marking passed,,skills/linctl/references/commands.md; internal/cli/triage_responsibility.go
